order_id,customer_id,order_date,product_category,order_amount
O003619,C01555,2022-06-30,Toys,796.95
O003620,C01481,2022-07-27,Beauty,179.25
O003621,C09779,2023-05-16,Electronics,674.4
O003622,C05675,2023-03-23,Home,224.4
O003623,C04414,2023-02-16,Clothing,222.12
O003624,C00578,2022-08-13,Sports,874.7
O003625,C06247,2023-04-05,Books,253.42
O003626,C02909,2023-06-08,Toys,266.93
O003627,C07995,2023-07-10,Home,5.65
O003628,C08402,2024-01-27,Clothing,871.32
O003629,C00425,2022-09-13,Clothing,793.63
O003630,C08365,2022-04-01,Clothing,629.19
O003631,C08729,2022-08-17,Beauty,751.51
O003632,C00884,2022-02-07,Toys,156.29
O003633,C06452,2023-03-16,Toys,461.03
O003634,C08230,2023-03-08,Toys,354.46
O003635,C03300,2023-05-11,Sports,98.31
O003636,C01459,2022-04-16,Beauty,488.7
O003637,C02011,2022-05-26,Home,921.14
O003638,C02460,2023-10-11,Sports,44.86
O003639,C01930,2022-07-28,Electronics,295.0
O003640,C07543,2023-12-11,Sports,211.5
O003641,C09545,2023-05-15,Books,241.96
O003642,C05444,2023-06-29,Electronics,908.89
O003643,C09875,2023-02-24,Home,470.73
O003644,C02287,2023-07-22,Electronics,468.97
O003645,C09084,2023-08-01,Electronics,761.77
O003646,C02434,2022-09-14,Beauty,158.72
O003647,C02625,2022-08-18,Clothing,489.83
O003648,C03436,2022-07-25,Sports,432.84
O003649,C03956,2023-07-30,Toys,598.93
O003650,C01333,2022-07-16,Beauty,999.56
O003651,C03038,2024-02-19,Toys,770.6
O003652,C05396,2024-01-05,Clothing,400.88
O003653,C06393,2023-03-15,Sports,828.42
O003654,C07964,2024-01-31,Electronics,174.85
O003655,C08166,2023-12-26,Home,35.31
O003656,C02245,2024-03-09,Home,208.43
O003657,C05673,2022-09-26,Home,343.71
O003658,C00038,2023-11-14,Sports,513.03
O003659,C03510,2022-12-31,Beauty,617.05
O003660,C08505,2023-11-09,Home,911.05
O003661,C05637,2022-11-15,Toys,512.3
O003662,C07028,2023-12-20,Books,503.77
O003663,C02020,2023-07-11,Home,54.99
O003664,C06957,2022-06-04,Books,39.74
O003665,C02865,2023-03-31,Beauty,553.4
O003666,C07545,2022-09-08,Books,440.99
O003667,C01903,2023-10-10,Beauty,839.98
O003668,C04280,2023-09-04,Home,164.88
O003669,C01507,2023-01-06,Beauty,29.85
O003670,C03105,2022-09-22,Toys,451.79
O003671,C04576,2023-07-17,Clothing,241.29
O003672,C02859,2023-11-17,Sports,54.37
O003673,C08140,2023-10-29,Toys,725.98
O003674,C08103,2022-04-12,Home,116.04
O003675,C03091,2023-03-01,Electronics,610.28
O003676,C02359,2023-02-12,Sports,284.64
O003677,C03303,2022-04-07,Home,177.63
O003678,C05170,2022-10-12,Clothing,382.85
O003679,C08060,2023-07-31,Books,802.44
O003680,C03810,2023-06-16,Home,395.13
O003681,C08030,2023-05-03,Beauty,752.02
O003682,C04168,2023-12-14,Beauty,129.86
O003683,C02948,2022-04-10,Home,773.91
O003684,C01659,2022-01-28,Electronics,240.75
O003685,C05072,2023-06-12,Home,679.01
O003686,C02475,2024-01-28,Beauty,567.95
O003687,C00195,2024-02-17,Books,929.5
O003688,C09982,2024-03-09,Electronics,390.39
O003689,C04140,2022-06-16,Books,70.83
O003690,C03034,2024-01-16,Electronics,24.06
O003691,C00569,2023-09-26,Sports,827.72
O003692,C07198,2023-03-20,Books,527.11
O003693,C09731,2023-06-02,Clothing,776.37
O003694,C03907,2023-10-17,Home,238.25
O003695,C07884,2022-06-01,Books,348.36
O003696,C04275,2023-09-27,Beauty,34.95
O003697,C01834,2022-05-11,Toys,961.68
O003698,C06056,2022-11-15,Electronics,669.53
O003699,C08327,2023-10-27,Books,933.54
O003700,C07461,2022-12-23,Toys,269.17
O003701,C01074,2023-09-04,Electronics,613.41
O003702,C04711,2022-03-03,Home,680.11
O003703,C02351,2023-08-25,Toys,320.96
O003704,C05610,2022-10-02,Beauty,848.87
O003705,C00826,2023-04-26,Electronics,947.43
O003706,C05396,2022-06-02,Books,885.43
O003707,C09283,2022-04-21,Books,740.37
O003708,C02228,2022-12-17,Clothing,281.08
O003709,C05407,2024-01-05,Books,285.21
O003710,C03707,2022-12-19,Beauty,963.54
O003711,C00036,2023-01-21,Electronics,15.23
O003712,C09416,2022-08-31,Sports,717.47
O003713,C05967,2022-05-25,Toys,707.71
O003714,C05881,2023-12-15,Beauty,624.58
O003715,C08969,2022-12-12,Toys,990.16
O003716,C08056,2022-06-01,Home,315.32
O003717,C08100,2023-01-18,Electronics,343.27
O003718,C09959,2023-06-06,Books,83.54
O003719,C09944,2024-01-01,Toys,445.58
O003720,C03666,2023-12-02,Home,264.74
O003721,C06478,2023-05-28,Home,346.67
O003722,C04840,2023-06-11,Beauty,835.4
O003723,C02985,2023-01-10,Beauty,935.81
O003724,C08005,2023-10-26,Home,189.8
O003725,C03455,2023-06-07,Toys,375.65
O003726,C07543,2022-05-14,Clothing,928.99
O003727,C09585,2022-03-07,Toys,66.5
O003728,C05706,2022-05-26,Toys,96.9
O003729,C07436,2023-11-05,Home,166.98
O003730,C02441,2022-10-23,Electronics,597.24
O003731,C03646,2022-03-02,Clothing,154.72
O003732,C08530,2022-05-27,Electronics,968.24
O003733,C01631,2022-08-06,Clothing,449.48
O003734,C06919,2023-05-29,Home,504.01
O003735,C01171,2022-04-28,Electronics,250.43
O003736,C02092,2022-09-14,Electronics,473.61
O003737,C09552,2022-01-23,Sports,663.6
O003738,C02435,2024-03-15,Toys,752.42
O003739,C01394,2023-11-12,Sports,755.1
O003740,C03922,2024-03-31,Electronics,580.0
O003741,C05254,2022-09-14,Electronics,904.84
O003742,C01699,2023-09-26,Home,818.32
O003743,C01671,2024-02-03,Books,758.26
O003744,C01207,2022-02-18,Home,60.33
O003745,C03922,2023-09-03,Beauty,11.84
O003746,C03400,2023-07-03,Clothing,216.39
O003747,C00832,2023-04-22,Books,665.21
O003748,C01752,2022-08-29,Clothing,414.14
O003749,C00482,2022-03-30,Home,405.39
O003750,C07790,2022-08-21,Books,885.16
O003751,C05377,2022-07-26,Electronics,896.09
O003752,C03076,2022-04-21,Clothing,909.63
O003753,C06111,2023-11-11,Books,317.31
O003754,C00727,2024-03-11,Toys,692.6
O003755,C02919,2022-06-07,Sports,275.28
O003756,C04263,2023-11-18,Toys,194.66
O003757,C06636,2022-12-10,Home,188.71
O003758,C09450,2023-03-01,Electronics,345.4
O003759,C04570,2024-03-06,Clothing,432.81
O003760,C08607,2023-12-21,Electronics,831.79
O003761,C04725,2023-07-21,Toys,124.29
O003762,C01698,2022-01-04,Books,736.25
O003763,C02794,2023-08-25,Toys,533.8
O003764,C03460,2023-01-29,Beauty,291.51
O003765,C02285,2022-09-04,Beauty,495.36
O003766,C02067,2023-11-02,Sports,303.44
O003767,C02972,2024-03-15,Clothing,598.1
O003768,C03738,2022-09-18,Home,436.67
O003769,C02788,2023-05-30,Toys,168.58
O003770,C00547,2023-09-12,Clothing,121.0
O003771,C09138,2022-08-31,Books,548.96
O003772,C07932,2023-03-02,Home,902.9
O003773,C04085,2022-12-15,Books,347.24
O003774,C08581,2023-08-13,Beauty,734.34
O003775,C05272,2022-10-27,Sports,660.37
O003776,C07775,2023-01-17,Beauty,931.9
O003777,C00971,2023-10-05,Home,821.88
O003778,C09430,2023-12-19,Books,568.77
O003779,C04988,2023-11-16,Electronics,658.75
O003780,C03395,2022-12-24,Clothing,898.89
O003781,C09581,2023-04-27,Clothing,402.52
O003782,C01718,2022-01-03,Electronics,330.16
O003783,C04073,2022-03-24,Home,15.76
O003784,C07865,2024-01-06,Books,827.42
O003785,C00196,2024-03-10,Clothing,801.98
O003786,C08631,2023-11-10,Clothing,108.93
O003787,C05788,2023-04-18,Home,578.97
O003788,C09206,2022-06-19,Clothing,466.66
O003789,C07203,2023-04-29,Electronics,123.12
O003790,C08507,2023-06-06,Toys,980.67
O003791,C03361,2022-12-28,Books,218.62
O003792,C07860,2022-08-05,Home,71.9
O003793,C02777,2023-08-11,Toys,596.87
O003794,C02030,2024-01-22,Books,740.17
O003795,C03690,2023-06-26,Books,37.28
O003796,C01829,2023-12-30,Sports,660.42
O003797,C06951,2024-01-16,Electronics,534.63
O003798,C09075,2023-04-22,Clothing,107.75
O003799,C03045,2022-09-26,Toys,176.66
O003800,C02303,2024-01-11,Toys,570.13
O003801,C06157,2024-03-14,Home,299.88
O003802,C00887,2022-12-12,Electronics,938.62
O003803,C08452,2023-12-12,Clothing,819.65
O003804,C00107,2023-05-25,Electronics,983.65
O003805,C09766,2022-08-06,Sports,263.37
O003806,C03427,2023-03-18,Books,969.88
O003807,C07314,2022-10-01,Beauty,434.08
O003808,C01108,2022-05-04,Clothing,350.78
O003809,C06102,2022-09-15,Beauty,55.1
O003810,C01749,2023-09-08,Clothing,57.5
O003811,C03800,2022-05-23,Clothing,693.55
O003812,C01221,2023-07-02,Toys,460.64
O003813,C07359,2023-02-18,Beauty,230.39
O003814,C08904,2022-10-16,Beauty,615.9
O003815,C04942,2023-11-08,Toys,256.59
O003816,C04423,2022-01-05,Electronics,579.74
O003817,C09807,2022-04-29,Beauty,362.41
O003818,C08921,2023-07-27,Clothing,824.43
O003819,C09161,2024-03-06,Beauty,821.59
O003820,C04037,2022-03-24,Electronics,479.96
O003821,C08853,2022-01-18,Sports,354.07
O003822,C00052,2022-03-25,Sports,365.75
O003823,C03234,2023-11-05,Electronics,806.69
O003824,C07279,2022-06-19,Books,331.54
O003825,C04560,2023-08-21,Toys,213.01
O003826,C07171,2022-01-28,Books,89.26
O003827,C03790,2022-02-19,Electronics,469.36
O003828,C08909,2022-07-09,Clothing,484.72
O003829,C02021,2024-01-16,Clothing,841.7
O003830,C01569,2023-11-23,Beauty,225.13
O003831,C03660,2024-02-01,Sports,384.09
O003832,C03423,2022-03-26,Books,809.36
O003833,C07298,2022-01-29,Toys,824.51
O003834,C01003,2023-04-01,Beauty,387.69
O003835,C04100,2023-08-05,Sports,461.83
O003836,C09419,2023-03-03,Toys,306.77
O003837,C04368,2023-10-31,Beauty,932.89
O003838,C06483,2022-09-07,Electronics,123.05
O003839,C02770,2023-01-21,Electronics,934.08
O003840,C05017,2023-02-06,Books,685.45
O003841,C06001,2023-09-14,Home,533.91
O003842,C05131,2022-01-02,Beauty,37.5
O003843,C05056,2022-05-17,Clothing,478.22
O003844,C00511,2022-01-05,Beauty,410.71
O003845,C07203,2022-12-09,Books,165.41
O003846,C08000,2022-04-08,Beauty,658.13
O003847,C00250,2022-01-14,Home,971.3
O003848,C00255,2023-09-08,Electronics,564.38
O003849,C05258,2024-03-12,Clothing,716.18
O003850,C03812,2023-10-09,Electronics,73.11
O003851,C05834,2022-07-20,Toys,420.58
O003852,C05275,2022-07-09,Home,120.78
O003853,C08319,2024-01-22,Clothing,614.73
O003854,C08500,2023-06-26,Sports,938.79
O003855,C02133,2024-03-29,Clothing,663.47
O003856,C03350,2022-06-17,Clothing,81.42
O003857,C04323,2022-04-17,Sports,357.89
O003858,C09041,2022-07-01,Beauty,552.91
O003859,C01657,2023-12-24,Electronics,406.19
O003860,C02037,2022-12-30,Sports,834.48
O003861,C08376,2022-05-17,Home,815.6
O003862,C00450,2023-07-28,Books,613.77
O003863,C09100,2022-12-23,Electronics,376.59
O003864,C02936,2023-01-03,Home,259.06
O003865,C09252,2022-07-05,Sports,110.34
O003866,C03807,2024-02-02,Sports,358.12
O003867,C08479,2022-01-27,Books,416.11
O003868,C05276,2024-02-23,Home,677.44
O003869,C00950,2022-05-13,Books,659.87
O003870,C02233,2024-03-10,Home,74.76
O003871,C08765,2023-08-24,Electronics,398.28
O003872,C04593,2023-05-28,Home,185.87
O003873,C08064,2022-03-17,Home,161.03
O003874,C07885,2024-03-13,Clothing,828.17
O003875,C09693,2022-08-10,Clothing,46.71
O003876,C09066,2022-12-10,Clothing,422.09
O003877,C02720,2022-05-17,Home,172.36
O003878,C05581,2023-07-21,Sports,879.93
O003879,C08446,2023-10-29,Beauty,559.26
O003880,C07968,2022-09-13,Electronics,235.22
O003881,C05802,2022-09-09,Beauty,504.92
O003882,C03592,2023-06-16,Sports,732.83
O003883,C07611,2023-06-28,Books,958.33
O003884,C01150,2022-05-20,Sports,224.34
O003885,C06081,2023-07-10,Books,886.75
O003886,C06983,2024-01-23,Toys,934.63
O003887,C04830,2022-12-12,Books,916.84
O003888,C01644,2022-11-23,Electronics,637.24
O003889,C05262,2023-11-23,Electronics,631.67
O003890,C03848,2023-12-22,Clothing,406.19
O003891,C03545,2024-03-11,Beauty,753.64
O003892,C00546,2023-10-27,Beauty,533.64
O003893,C07312,2023-05-13,Electronics,679.05
O003894,C00265,2023-07-30,Clothing,431.32
O003895,C06248,2023-03-07,Sports,732.84
O003896,C06734,2023-05-05,Clothing,825.35
O003897,C06818,2023-09-24,Clothing,150.7
O003898,C08085,2023-02-01,Clothing,833.77
O003899,C00998,2023-12-30,Toys,542.6
O003900,C06580,2022-07-25,Books,845.44
O003901,C03493,2024-01-17,Sports,434.15
O003902,C03817,2022-02-25,Toys,382.15
O003903,C01485,2022-06-13,Beauty,915.49
O003904,C01637,2022-08-24,Clothing,254.91
O003905,C09390,2022-12-29,Beauty,844.99
O003906,C01132,2023-08-15,Home,486.6
O003907,C07058,2023-06-16,Toys,516.52
O003908,C01529,2023-06-20,Beauty,311.93
O003909,C01710,2023-11-26,Toys,575.18
O003910,C09672,2023-02-11,Beauty,328.59
O003911,C05446,2022-01-02,Electronics,44.07
O003912,C05521,2022-02-28,Toys,275.64
O003913,C03609,2022-02-26,Electronics,11.35
O003914,C00419,2022-01-06,Electronics,978.46
O003915,C09748,2022-01-20,Books,965.92
O003916,C04013,2022-10-14,Books,398.18
O003917,C08030,2023-11-12,Electronics,729.73
O003918,C03368,2023-02-08,Toys,349.08
O003919,C01870,2023-06-13,Clothing,672.74
O003920,C03119,2022-07-27,Books,806.4
O003921,C04189,2023-01-03,Electronics,947.02
O003922,C00936,2022-05-28,Sports,403.21
O003923,C03775,2023-12-29,Toys,784.38
O003924,C07990,2022-11-08,Sports,269.6
O003925,C08076,2024-03-17,Toys,990.38
O003926,C01265,2022-04-08,Sports,30.64
O003927,C07644,2023-10-22,Electronics,605.51
O003928,C00138,2022-12-14,Home,661.21
O003929,C03522,2022-02-26,Electronics,689.61
O003930,C07957,2023-04-13,Books,124.79
O003931,C09376,2023-03-06,Home,938.84
O003932,C03461,2023-01-03,Home,185.28
O003933,C00451,2022-06-12,Toys,624.64
O003934,C06786,2023-12-16,Books,226.56
O003935,C01598,2024-01-28,Electronics,310.68
O003936,C08823,2024-03-30,Home,548.73
O003937,C09515,2024-01-16,Clothing,420.11
O003938,C02247,2022-08-06,Books,164.42
O003939,C00834,2024-01-29,Toys,175.08
O003940,C00239,2022-07-26,Clothing,421.05
O003941,C04699,2022-11-21,Home,758.5
O003942,C06080,2023-05-10,Clothing,898.47
O003943,C08477,2022-02-17,Books,88.71
O003944,C02124,2024-01-07,Home,396.14
O003945,C00739,2022-04-25,Beauty,104.74
O003946,C07813,2023-08-17,Beauty,21.51
O003947,C02358,2022-04-15,Clothing,663.41
O003948,C01582,2023-03-06,Sports,604.44
O003949,C06409,2022-11-24,Electronics,167.2
O003950,C02991,2022-02-18,Electronics,237.64
O003951,C04429,2023-07-31,Electronics,28.59
O003952,C07353,2022-05-21,Toys,835.77
O003953,C04892,2023-09-06,Books,974.82
O003954,C02081,2023-06-18,Books,139.78
O003955,C04892,2023-12-04,Beauty,235.32
O003956,C07072,2022-02-25,Electronics,869.07
O003957,C09157,2023-02-18,Clothing,926.83
O003958,C04424,2023-12-14,Sports,422.53
O003959,C07835,2022-12-23,Beauty,55.37
O003960,C03995,2022-04-11,Beauty,44.19
O003961,C02416,2022-12-25,Books,576.08
O003962,C05902,2022-05-17,Toys,395.93
O003963,C05264,2023-04-04,Electronics,33.51
O003964,C00994,2022-02-03,Clothing,585.34
O003965,C06957,2022-04-07,Toys,16.25
O003966,C05382,2023-11-03,Electronics,788.44
O003967,C02203,2022-06-05,Toys,309.9
O003968,C09430,2023-12-15,Toys,45.06
O003969,C09928,2023-05-11,Books,590.41
O003970,C00395,2022-10-10,Home,400.7
O003971,C05494,2022-01-02,Home,973.93
O003972,C03586,2024-01-16,Clothing,546.48
O003973,C06302,2022-04-28,Home,278.86
O003974,C07228,2022-05-29,Clothing,710.89
O003975,C01961,2023-09-01,Beauty,275.13
O003976,C02120,2024-02-28,Home,904.72
O003977,C00397,2023-03-11,Electronics,377.85
O003978,C07378,2023-10-18,Home,552.12
O003979,C02604,2024-02-28,Electronics,55.32
O003980,C00561,2023-04-24,Beauty,428.99
O003981,C05663,2023-03-04,Toys,833.2
O003982,C07811,2022-09-30,Clothing,806.62
O003983,C08991,2022-05-18,Electronics,228.2
O003984,C09918,2022-09-30,Beauty,229.95
O003985,C00372,2023-09-05,Books,818.22
O003986,C03837,2024-01-02,Sports,930.75
O003987,C05141,2024-01-26,Sports,99.88
O003988,C05257,2022-11-21,Electronics,452.81
O003989,C00184,2022-11-04,Home,340.77
O003990,C08801,2023-05-19,Beauty,871.34
O003991,C01618,2023-02-27,Home,88.11
O003992,C09313,2023-05-20,Books,215.07
O003993,C09904,2022-03-28,Electronics,753.71
O003994,C06790,2023-08-22,Home,56.04
O003995,C08841,2022-06-04,Books,495.07
O003996,C04310,2022-05-21,Electronics,444.9
O003997,C04550,2022-11-03,Beauty,337.73
O003998,C05273,2023-04-10,Clothing,397.6
O003999,C07135,2023-07-08,Clothing,532.29
O004000,C05352,2024-02-27,Home,165.56
O004001,C07319,2022-06-04,Home,574.14
O004002,C08825,2022-06-19,Toys,806.41
O004003,C01302,2022-05-02,Beauty,761.36
O004004,C07328,2024-01-19,Beauty,158.13
O004005,C04318,2023-11-19,Home,153.5
O004006,C04824,2022-08-29,Clothing,271.83
O004007,C03039,2023-12-04,Beauty,364.27
O004008,C00551,2022-05-23,Home,411.41
O004009,C05155,2022-12-21,Beauty,681.3
O004010,C04265,2023-07-13,Books,61.4
O004011,C00910,2023-06-19,Clothing,39.5
O004012,C05924,2024-03-06,Books,394.95
O004013,C01392,2022-01-26,Electronics,698.68
O004014,C06061,2023-05-27,Sports,197.47
O004015,C05339,2023-02-19,Sports,643.3
O004016,C06879,2022-04-09,Electronics,263.53
O004017,C07936,2023-11-29,Clothing,886.66
O004018,C04598,2022-05-11,Beauty,896.21
O004019,C00158,2023-08-24,Beauty,300.8
O004020,C09241,2024-01-24,Electronics,233.84
O004021,C02856,2022-05-13,Toys,414.25
O004022,C00795,2023-05-05,Electronics,244.33
O004023,C01918,2022-01-01,Beauty,674.02
O004024,C06449,2023-03-16,Home,826.93
O004025,C08167,2023-11-12,Clothing,674.73
O004026,C05177,2023-01-19,Books,825.23
O004027,C09854,2024-03-05,Books,400.01
O004028,C09778,2022-08-19,Electronics,160.54
O004029,C03977,2023-10-24,Sports,739.26
O004030,C00581,2023-01-29,Books,363.67
O004031,C00394,2023-02-10,Clothing,672.91
O004032,C01173,2022-04-18,Beauty,274.29
O004033,C03672,2022-05-31,Home,85.82
O004034,C04219,2024-02-21,Clothing,992.62
O004035,C01286,2023-12-18,Toys,160.42
O004036,C04968,2022-03-27,Electronics,988.48
O004037,C00546,2022-04-28,Home,977.39
O004038,C05720,2024-03-20,Beauty,794.85
O004039,C08829,2022-05-21,Toys,661.13
O004040,C00855,2022-08-10,Clothing,579.92
O004041,C06351,2023-04-19,Home,866.77
O004042,C07844,2023-09-06,Clothing,292.99
O004043,C00314,2022-06-06,Home,470.34
O004044,C09354,2023-05-30,Beauty,621.29
O004045,C01183,2022-04-03,Electronics,414.13
O004046,C04176,2022-09-29,Books,430.35
O004047,C04453,2023-12-07,Books,333.63
O004048,C07101,2023-06-20,Home,566.41
O004049,C05888,2022-02-18,Clothing,851.32
O004050,C05069,2022-06-08,Beauty,205.52
O004051,C08506,2022-06-18,Electronics,934.76
O004052,C04217,2024-02-19,Electronics,690.64
O004053,C00092,2023-10-01,Beauty,824.16
O004054,C00804,2023-06-10,Electronics,558.41
O004055,C00223,2022-07-21,Books,780.62
O004056,C00659,2024-01-09,Toys,21.12
O004057,C04814,2024-01-29,Clothing,819.29
O004058,C00613,2022-12-11,Toys,44.94
O004059,C00369,2024-02-05,Electronics,890.46
O004060,C04799,2023-06-10,Electronics,992.0
O004061,C06756,2023-04-21,Toys,297.6
O004062,C04176,2022-09-28,Toys,214.27
O004063,C05879,2023-04-11,Sports,766.54
O004064,C04128,2022-11-01,Electronics,256.76
O004065,C07569,2024-02-16,Beauty,866.23
O004066,C06309,2022-10-02,Beauty,107.33
O004067,C08658,2022-05-06,Home,130.33
O004068,C03458,2023-11-03,Sports,979.26
O004069,C04845,2022-05-11,Home,675.47
O004070,C08774,2022-10-24,Electronics,847.65
O004071,C07221,2022-01-17,Home,327.71
O004072,C05751,2022-10-14,Sports,678.1
O004073,C02792,2022-09-10,Books,596.27
O004074,C05920,2023-06-29,Sports,605.13
O004075,C06657,2022-09-23,Home,684.12
O004076,C00311,2022-07-11,Beauty,577.48
O004077,C04622,2024-01-01,Electronics,431.92
O004078,C09038,2023-06-25,Toys,279.54
O004079,C09519,2024-01-27,Toys,769.74
O004080,C09913,2023-06-12,Sports,230.14
O004081,C02327,2022-08-29,Books,693.89
O004082,C04621,2022-09-03,Electronics,237.17
O004083,C06494,2022-12-24,Beauty,627.2
O004084,C06964,2024-02-04,Clothing,748.34
O004085,C02205,2024-01-12,Beauty,222.62
O004086,C05182,2023-11-13,Sports,64.64
O004087,C07267,2022-03-21,Home,135.32
O004088,C06915,2022-03-24,Electronics,607.97
O004089,C00992,2022-12-27,Electronics,850.2
O004090,C01363,2023-07-10,Books,49.77
O004091,C03153,2023-11-02,Toys,735.48
O004092,C08690,2024-03-06,Beauty,344.61
O004093,C00648,2022-06-25,Sports,481.14
O004094,C07709,2023-05-02,Beauty,929.22
O004095,C09871,2024-02-01,Electronics,335.31
O004096,C05430,2022-01-09,Clothing,468.01
O004097,C01297,2022-06-10,Toys,18.61
O004098,C01462,2022-09-19,Electronics,86.19
O004099,C08310,2023-10-07,Clothing,262.3
O004100,C01837,2023-12-21,Books,32.71
O004101,C02796,2024-01-30,Electronics,633.22
O004102,C01750,2023-01-06,Electronics,429.27
O004103,C06293,2022-06-19,Toys,550.4
O004104,C05782,2023-06-19,Books,178.77
O004105,C02899,2023-01-13,Electronics,299.45
O004106,C06110,2023-08-01,Books,665.51
O004107,C00982,2022-06-29,Toys,965.48
O004108,C09124,2022-08-14,Toys,55.16
O004109,C01926,2022-10-24,Electronics,890.93
O004110,C06032,2022-10-17,Toys,579.0
O004111,C09276,2023-03-07,Books,566.1
O004112,C05406,2022-08-23,Home,502.78
O004113,C09858,2023-12-26,Home,74.05
O004114,C00369,2022-08-07,Toys,94.43
O004115,C05051,2022-06-25,Home,602.91
O004116,C03937,2022-04-04,Sports,344.25
O004117,C01784,2022-03-18,Books,917.68
O004118,C05542,2022-03-18,Electronics,409.56
O004119,C00353,2023-09-24,Home,147.57
O004120,C07196,2024-02-19,Clothing,716.15
O004121,C01158,2022-09-17,Home,296.89
O004122,C08148,2023-05-08,Beauty,527.84
O004123,C04207,2022-02-03,Toys,699.34
O004124,C01166,2022-03-11,Toys,900.76
O004125,C07092,2022-03-14,Books,793.23
O004126,C04498,2023-05-22,Sports,677.98
O004127,C07882,2022-06-01,Sports,681.24
O004128,C07934,2023-11-04,Beauty,946.2
O004129,C06346,2022-09-01,Clothing,299.34
O004130,C03092,2023-08-06,Books,6.11
O004131,C01664,2023-01-27,Clothing,275.59
O004132,C00654,2022-08-17,Sports,221.8
O004133,C03748,2023-10-16,Home,663.53
O004134,C02561,2022-03-29,Home,635.54
O004135,C04056,2024-01-01,Toys,595.49
O004136,C01993,2023-08-29,Home,21.16
O004137,C09568,2023-10-30,Clothing,730.13
O004138,C07514,2022-01-18,Sports,326.91
O004139,C06587,2023-11-29,Electronics,666.73
O004140,C07731,2023-11-16,Sports,558.8
O004141,C00949,2022-04-19,Electronics,346.02
O004142,C02657,2023-12-13,Home,138.9
O004143,C05935,2023-12-13,Beauty,98.95
O004144,C05035,2023-10-16,Sports,832.36
O004145,C06157,2022-02-13,Books,918.81
O004146,C01633,2023-04-15,Books,651.54
O004147,C06772,2023-10-10,Clothing,107.92
O004148,C08355,2023-03-21,Home,405.02
O004149,C04162,2022-06-06,Clothing,730.29
O004150,C04793,2022-08-29,Sports,780.92
O004151,C04556,2023-05-19,Books,122.63
O004152,C06222,2023-06-02,Home,5.03
O004153,C09728,2023-01-19,Clothing,713.58
O004154,C06872,2022-12-21,Books,359.81
O004155,C04635,2023-03-13,Sports,258.21
O004156,C05988,2023-04-18,Books,17.83
O004157,C08276,2022-04-23,Electronics,542.6
O004158,C09945,2022-06-25,Books,851.89
O004159,C02950,2022-08-11,Electronics,957.84
O004160,C04118,2023-10-30,Electronics,567.92
O004161,C05052,2023-10-12,Clothing,516.89
O004162,C01377,2022-02-17,Clothing,89.63
O004163,C08885,2022-03-19,Toys,551.13
O004164,C03735,2023-03-23,Clothing,383.08
O004165,C03035,2023-05-25,Books,609.1
O004166,C08332,2022-11-11,Sports,391.78
O004167,C01103,2024-03-21,Clothing,244.1
O004168,C01443,2022-08-19,Sports,99.49
O004169,C03967,2022-02-04,Beauty,318.34
O004170,C07274,2022-06-06,Clothing,101.16
O004171,C02081,2022-04-17,Sports,181.01
O004172,C04455,2024-02-12,Clothing,987.4
O004173,C04572,2022-05-11,Books,446.88
O004174,C08080,2022-01-30,Books,534.21
O004175,C09760,2023-03-23,Beauty,874.25
O004176,C02575,2023-02-18,Beauty,995.59
O004177,C09475,2022-08-29,Electronics,584.8
O004178,C07497,2022-06-24,Toys,813.41
O004179,C05319,2024-01-29,Home,330.31
O004180,C09416,2023-03-24,Home,309.22
O004181,C01513,2023-04-08,Toys,405.69
O004182,C04361,2022-08-28,Home,674.14
O004183,C04905,2023-08-25,Clothing,683.78
O004184,C08688,2023-01-16,Beauty,318.66
O004185,C09425,2023-06-18,Books,137.54
O004186,C05010,2023-09-30,Beauty,634.23
O004187,C00328,2022-10-22,Electronics,132.68
O004188,C00082,2023-06-10,Clothing,580.6
O004189,C09412,2022-09-08,Books,694.96
O004190,C05072,2022-06-07,Sports,702.11
O004191,C06300,2023-06-17,Toys,754.7
O004192,C05567,2023-12-14,Electronics,873.5
O004193,C08920,2023-01-20,Books,502.46
O004194,C04180,2022-11-01,Books,731.6
O004195,C06639,2023-12-09,Clothing,621.08
O004196,C03845,2023-02-26,Sports,190.71
O004197,C09504,2022-10-05,Books,30.56
O004198,C02535,2022-05-08,Books,288.12
O004199,C04739,2022-05-09,Beauty,445.82
O004200,C09181,2023-02-03,Books,619.02
O004201,C08244,2023-03-08,Toys,850.71
O004202,C08100,2022-09-12,Home,200.26
O004203,C09178,2022-01-29,Home,129.92
O004204,C00300,2022-12-12,Electronics,963.66
O004205,C07809,2023-08-28,Sports,112.5
O004206,C03997,2023-02-26,Electronics,481.1
O004207,C07839,2023-06-02,Books,587.64
O004208,C06510,2023-10-22,Books,543.67
O004209,C07821,2022-08-14,Toys,90.6
O004210,C06850,2024-03-06,Sports,61.74
O004211,C04173,2022-06-18,Home,109.96
O004212,C09375,2023-06-22,Toys,587.66
O004213,C07701,2022-06-05,Toys,546.62
O004214,C03372,2022-08-28,Sports,237.57
O004215,C07419,2022-08-14,Books,639.59
O004216,C08703,2022-03-07,Toys,820.97
O004217,C00742,2023-05-07,Beauty,46.37
O004218,C05270,2023-04-29,Clothing,500.64
O004219,C04068,2023-05-23,Clothing,690.86
O004220,C04493,2022-08-25,Books,256.05
O004221,C02426,2023-03-19,Sports,311.23
